Item,Q4 2005,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,,,,,,,,,,,,202232209.0,412201220.0,474028438.0,747170439.0,527051573.0,640015615.0,972359849.0,976167245.0,632849640.0,675910013.0,645338443.0,2097415385.0,2067707373.0,2093152990.0,2659169268.0,682093481.0,481140356.0,982596541.0,982596541.0,2005884071.0,2196944791.0,5043986166.0,5098136523.0,5324964551.0,4160192089.0,2289318598.0,2995618012.0,5930767880.0,2496422399.0,4104522468.0,7027444629.0,10086042979.0,9690919182.0,12154565657.0,11210707173.0,12855425763.0,14507482753.0,17770273326.0,17397981696.0,20547937037.0,21785840685.0,23667368662.0,24994124573.0,21557799810.0,17174586128.0,18964194182.0,15031391300.0,13791576643.0,13905114245.0,17140554442.0,18279222433.0,18676115814.0,21605634557.0,16993170123.0,18075627018.0
3. Tài sản dài hạn khác,0.0,0.0,0.0,,,,,,,,,,,,707719369.0,580299318.0,520053318.0,378881842.0,378881842.0,409994484.0,438415928.0,366319648.0,366319648.0,366319648.0,363719648.0,258189648.0,336141648.0,356141648.0,482941048.0,346981048.0,346981048.0,346981048.0,543090208.0,543090208.0,553090208.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,15000000.0,15000000.0,15000000.0,0.0,0.0,64715000.0,1005116231.0,1005116230.0,1005116230.0,1172966230.0,1172966230.0,781116230.0,786116230.0,786116230.0,3670371230.0,10000000.0,786116230.0,10000000.0,786116230.0,786116230.0,786116230.0,786116230.0,786116230.0,786116230.0,786116230.0,786116231.0
VII. Lợi thế thương mại,0.0,0.0,11083442409.0,11083442409.0,0.0,0.0,11133545343.0,11133545342.0,11133545342.0,986321395.0,9775699492.0,9450491502.0,9125283512.0,8800075522.0,8474086526.0,8149659546.0,7174035577.0,7499243566.0,7174035576.0,6848827586.0,6523619596.0,6198411606.0,5873203616.0,5547995626.0,5222787636.0,4897579646.0,4572371656.0,23505224416.0,22912655734.0,14273805795.0,21727518370.0,21134949684.0,299775689151.0,300857945945.0,238720074882.0,451700330046.0,479885295550.0,471629480527.0,458288539581.0,444947598636.0,431606657689.0,418265716744.0,404924775800.0,391583834857.0,531479816759.0,513933679533.0,496449497954.0,479805446642.0,462815866045.0,350006069237.0,335561655931.0,321266314319.0,371115675641.0,365733191890.0,349675995390.0,331489670943.0,316782368562.0,298680705303.0,201356466952.0,265976628593.0,249624590241.0,479976419739.0,454831937280.0,435192931944.0,412659700864.0,185922189241.0,152017341487.0,135921780489.0,120368307735.0
TỔNG CỘNG TÀI SẢN,10726409993.0,89796222253.0,110627933407.0,339212831843.0,328655606532.0,301340039282.0,256547909998.0,226889692034.0,227395462921.0,214171915199.0,208261710447.0,214527492087.0,243456921875.0,234216894373.0,239088520292.0,294219638743.0,325163471389.0,296565350642.0,285907541657.0,282062481755.0,286292233797.0,291152073615.0,294285876779.0,455855220912.0,372542960164.0,368579525023.0,634089186852.0,965449702951.0,904872123544.0,1121008032517.0,1597137684125.0,1562470924142.0,1979945133680.0,2193330598245.0,3000144318232.0,3631638637687.0,3736445940577.0,3695307370871.0,3609404809335.0,3772471255269.0,3662969997382.0,3761977791731.0,3866133197878.0,4737349592486.0,5764293758594.0,5999008881842.0,7216680106436.0,7604999098024.0,9155102065623.0,9438196465543.0,9044805735939.0,9671474007226.0,10116896672431.0,10812603335526.0,11924013920782.0,12680755407429.0,13633464396300.0,11379404393356.0,11929010926935.0,12148583033269.0,11761501250768.0,15126798754618.0,15195007213537.0,13691786398973.0,14264406873665.0,16054242529675.0,16012354380947.0,19863919738145.0,19329149290365.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,4049925085.0,18303574404.0,22613205823.0,243569990181.0,124109085189.0,92443241916.0,31530968696.0,28919107497.0,23876774123.0,21016737251.0,22666517480.0,27991478705.0,42529030488.0,35378168334.0,33588538891.0,31029223872.0,59058048242.0,36449311122.0,26226715560.0,38962617629.0,37686068465.0,36862471690.0,34133016679.0,187342103257.0,40903474985.0,41336453802.0,114813285241.0,229605326606.0,161714023751.0,363698733889.0,256961023891.0,197193925684.0,337959805758.0,507996304552.0,505404046267.0,915802519191.0,955338968282.0,980230041105.0,827452365290.0,976749890192.0,821214206329.0,838819723435.0,904898609471.0,1362801877418.0,1493089983087.0,1834575550721.0,2520004784391.0,3003195329376.0,3678560906697.0,3465919363883.0,3207028598699.0,3797524142041.0,4175756164107.0,4643484960777.0,5760593335436.0,6720593658758.0,7600022006587.0,5210869763841.0,5840519733965.0,5908524625519.0,5484183538338.0,7547506377317.0,7534579395094.0,6493439058778.0,6972459949227.0,8204700254603.0,8122175787908.0,11999358446208.0,11306019016641.0
I. Nợ ngắn hạn,2436070169.0,16100117622.0,20501396897.0,239744822055.0,119912060063.0,90368613003.0,28499118602.0,26308900139.0,21273866770.0,19244216478.0,20898703498.0,26499979723.0,41048324378.0,34623720571.0,32835250918.0,30283021624.0,57894485041.0,35483699948.0,25205110215.0,38201062314.0,37039621317.0,35943692444.0,33123366438.0,186435262401.0,40011013724.0,40876562742.0,114434107783.0,227938628556.0,159903877543.0,361379255389.0,254641545391.0,192595100889.0,332833902007.0,498707420802.0,456922496837.0,811175164926.0,832656043567.0,852157620851.0,691796199588.0,883020955678.0,731431099142.0,758605055100.0,811870059334.0,1169503231470.0,1080773601095.0,1400710069317.0,1950514676180.0,2357320686206.0,2002667352711.0,1778963486693.0,1531720779550.0,2288818615460.0,2642412211268.0,2583111735026.0,3610236172385.0,5201074419591.0,6072255395871.0,3695633376555.0,4328358498282.0,4400801320752.0,4061932651611.0,6096004664698.0,6128950112778.0,5117405245057.0,6723127044417.0,7825423117067.0,7733063368255.0,11416532143904.0,10726149246876.0
1. Vay và nợ thuê tài chính ngắn hạn,15027981.0,753307280.0,4238195014.0,,,,,,,,,,,,635067206.0,350914742.0,219170960.0,198645897.0,126506947.0,17770947.0,17770947.0,0.0,0.0,0.0,0.0,0.0,0.0,135593339175.0,61655500179.0,238712408260.0,178002836308.0,112703081346.0,144589843898.0,221604631678.0,267419834705.0,410529264489.0,517757725502.0,481295368353.0,393453291074.0,611430066542.0,505282408424.0,476289699954.0,583158688770.0,892612996981.0,533058126888.0,681935013734.0,1263884395697.0,1645244145472.0,1148281543655.0,842521759836.0,819230038174.0,1533075049398.0,1738931051262.0,1318574293595.0,2644908327592.0,4406970495430.0,4452841285935.0,2569074189911.0,3368957195625.0,3423974105019.0,2775071023147.0,3853571547868.0,4571931475355.0,3365699060183.0,4668366992305.0,5120934554467.0,5832780968948.0,9169798190081.0,8511368551784.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,0.0,1159001285.0,751154017.0,,,,,,,,,,,,5183008994.0,4403601558.0,30988808954.0,4384458932.0,2697842965.0,5202821584.0,7130045143.0,5488625865.0,5894145235.0,3953090778.0,4406915055.0,4349497899.0,4643698946.0,22594410583.0,16180509800.0,13881958436.0,17229370048.0,13822679115.0,46892924408.0,105038706578.0,82828752544.0,182694223742.0,103188201141.0,134207513638.0,122858835912.0,89215502536.0,91457719216.0,108000472443.0,108344494176.0,120802224021.0,192477496245.0,264249203101.0,284201708106.0,291842761095.0,372289412654.0,338353953609.0,260478715941.0,248730189022.0,287475482681.0,399676773805.0,358791518456.0,232463966073.0,584878320678.0,354990631080.0,256986644631.0,246593658021.0,502909479006.0,856700534410.0,367014087432.0,528385135266.0,625469788473.0,1108150567867.0,479237182941.0,882955165831.0,815203196603.0
4. Người mua trả tiền trước,0.0,84242363.0,77406563.0,,,,,,,,,,,,293004547.0,1585080347.0,1111704189.0,458256756.0,412399562.0,1687922737.0,255517081.0,586948673.0,560722703.0,150017217810.0,514252308.0,99276387.0,1010881439.0,1559870421.0,518649374.0,67189519.0,160964794.0,741630438.0,1961044390.0,18726665958.0,5443796772.0,10084569476.0,29754608981.0,32645002623.0,11660227107.0,20790334629.0,11833096965.0,46953315813.0,10709669315.0,22801226074.0,27375736042.0,130281537684.0,22801129205.0,64155026891.0,21486754417.0,123048128687.0,18143924716.0,74594332109.0,216628174049.0,226894823455.0,88561119460.0,87180512894.0,395379723368.0,152009740967.0,285711748066.0,249148451115.0,285833415297.0,218106500326.0,50861497870.0,36042463091.0,42575856931.0,58970165865.0,47633664043.0,36629735142.0,53709506532.0
5. Thuế và các khoản phải nộp nhà nước,452536908.0,8833280039.0,11466852728.0,,,,,,,,,,,,8280498100.0,3989254965.0,3535097828.0,4851926388.0,4143279453.0,2767297537.0,3418370557.0,2654635728.0,4243725114.0,6795427781.0,5775273017.0,5511379638.0,4936467660.0,7698162340.0,10425307138.0,11377759207.0,6700603801.0,9040620924.0,11158780585.0,14110685551.0,10336754153.0,23600683228.0,25556671679.0,14230543866.0,31437773413.0,6078504007.0,9647274769.0,15756656884.0,11365356658.0,10027123794.0,23691350337.0,32399558418.0,15603543944.0,22697578924.0,32153197565.0,64201691821.0,14538226606.0,32450176301.0,38329940460.0,65999433401.0,17658749502.0,33293573208.0,83451716657.0,48407364299.0,18704136489.0,28040672449.0,48514126018.0,68460124802.0,106640271909.0,72626887271.0,92576436005.0,73716344874.0,61603985067.0,44322767024.0,45759604938.0
6. Phải trả người lao động,1968505280.0,3595703051.0,3767653290.0,,,,,,,,,,,,10180834043.0,13045841546.0,11768642423.0,18356803344.0,13437202704.0,16282049032.0,19692147812.0,21890851175.0,18471307823.0,19097789304.0,21924299107.0,24946402511.0,17494997189.0,39032090034.0,41745046507.0,52073410936.0,32970739999.0,36252654593.0,70416562280.0,83567078985.0,46341380762.0,70452021434.0,57511056982.0,96803359149.0,31499221590.0,45117246728.0,28903424609.0,42020286516.0,32617344727.0,28397628821.0,39759597640.0,58157905677.0,69610361932.0,104353078673.0,69680015440.0,143200727761.0,78469455549.0,125934474208.0,73880607085.0,208162606444.0,37692779613.0,93726756759.0,93631199822.0,121670439887.0,48617955847.0,85826334057.0,77729835833.0,246323750443.0,132359489872.0,200569235272.0,167244216532.0,334268680812.0,134943506103.0,185249456036.0,216940005867.0
7. Chi phí phải trả ngắn hạn,0.0,1501724775.0,0.0,,,,,,,,,,,,1648568598.0,355186504.0,4812813900.0,94498730.0,482514665.0,826984402.0,618613640.0,306049728.0,620134719.0,239811110.0,232299997.0,155868626.0,3249700000.0,512500000.0,684050000.0,482990154.0,7995554154.0,1188317655.0,5156496107.0,1078481586.0,1659671580.0,18545537039.0,19000092975.0,12258319548.0,18523261974.0,8841414232.0,14829960743.0,11380399438.0,13985436310.0,12728429141.0,119759504098.0,163988880909.0,115819219130.0,110118293281.0,160176073097.0,179527756232.0,85520150629.0,80198716066.0,123685488635.0,201270689011.0,133297319272.0,104741710588.0,140313965094.0,226008067768.0,181426142200.0,115148211631.0,100148595283.0,421358183050.0,458588955154.0,399244973677.0,577913577666.0,634920123235.0,685037584685.0,544329926931.0,526939981565.0
8. Phải trả nội bộ ngắn hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124664000.0,343553000.0,139739000.0,147671000.0,82820000.0,71493000.0,70730000.0,98275000.0,68145000.0,273434000.0,337530000.0,1107546030.0,138188000.0,193077000.0,328878000.0,313745700.0,259356700.0,296985149.0,186417600.0,145149250.0,98667500.0,85538750.0,16614000.0,5037000.0,5036998.0,2061000.0,2459340440.0,2612920405.0,2152180510.0,1691440615.0,1230700720.0,1444960825.0,2139337663.0,551089320.0
11. Phải trả ngắn hạn khác,0.0,383796829.0,808711906.0,,,,,,,,,,,,748306633.0,711282439.0,1909004789.0,2575739060.0,1562345490.0,6746951718.0,2065462801.0,1412237439.0,911063548.0,1725270387.0,3195742800.0,1976397442.0,80384806584.0,13466636086.0,22143130811.0,38843976883.0,5630464663.0,9953758182.0,26665187651.0,29151206608.0,21734536150.0,49033646095.0,37163504439.0,40789287519.0,53947188623.0,49593572920.0,37338299908.0,27907644665.0,29224215880.0,38864507795.0,101928518574.0,29584856142.0,133008999351.0,48568883587.0,138960125464.0,40709882006.0,194534982266.0,115373577179.0,91712237874.0,90968610692.0,275490955832.0,146798477980.0,232382054916.0,158049791147.0,123556214297.0,177874514952.0,199969362089.0,319490868087.0,326023970598.0,370810036514.0,400622104321.0,355488553343.0,342061445961.0,364725143749.0,388197203401.0
12. Dự phòng phải trả ngắn hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,313000000.0,0.0,125000000.0,0.0,193428921.0,0.0,0.0,0.0,22030032.0,14355980.0,124806879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9769755760.0,11190759916.0,9769755760.0,9769755760.0,9769755760.0,9769755760.0,9769755760.0,9769755760.0
13. Quỹ khen thưởng phúc lợi,0.0,-210938000.0,-608576621.0,640557379.0,-18101308.0,9532825662.0,8640833042.0,8891895324.0,6056901563.0,0.0,6123408724.0,6364977877.0,4997981821.0,9127526219.0,5865962797.0,5528859523.0,3549241998.0,4438370841.0,2343018429.0,4475835436.0,3841693336.0,3604343836.0,2422267296.0,4584625199.0,3947875460.0,3712933360.0,2713555965.0,7481619917.0,6551683734.0,5939561994.0,5951011624.0,8892358636.0,25993062688.0,25429963858.0,21157770171.0,46110555423.0,42380628868.0,39788487155.0,28268728895.0,51871494084.0,32067421508.0,30225849387.0,22366578498.0,43200949843.0,42449837271.0,39775583652.0,44477772785.0,70202730283.0,59447153419.0,47070708741.0,60491539969.0,78202744477.0,71472244073.0,71378087023.0,53690253408.0,95800259159.0,89291590651.0,65406537496.0,44393424127.0,74190336510.0,71754753938.0,99764059512.0,101726684267.0,132105517513.0,136896875809.0,127973670124.0,138550313922.0,176612665687.0,157710351106.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,1613854916.0,2203456782.0,2111808926.0,3825168126.0,4197025126.0,2074628913.0,3031850094.0,2610207358.0,2602907353.0,1772520773.0,1767813982.0,1491498982.0,1480706110.0,754447763.0,753287973.0,746202248.0,1163563201.0,965611174.0,1021605345.0,761555315.0,646447148.0,918779246.0,1009650241.0,906840856.0,892461261.0,459891060.0,379177458.0,1666698050.0,1810146208.0,2319478500.0,2319478500.0,4598824795.0,5125903751.0,9288883750.0,48481549430.0,104627354265.0,122682924715.0,128072420254.0,135656165702.0,93728934514.0,89783107187.0,80214668335.0,93028550137.0,193298645948.0,412316381992.0,433865481404.0,569490108211.0,645874643170.0,1675893553986.0,1686955877190.0,1675307819149.0,1508705526581.0,1533343952839.0,2060373225751.0,2150357163051.0,1519519239167.0,1527766610716.0,1515236387286.0,1512161235683.0,1507723304767.0,1422250886727.0,1451501712619.0,1405629282316.0,1376033813721.0,249332904810.0,379277137536.0,389112419653.0,582826302304.0,579869769765.0
1. Phải trả người bán dài hạn,0.0,0.0,0.0,,,,,,,,,,,,157766500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,0.0,0.0,0.0,,,,,,,,,,,,0.0,157466500.0,157466500.0,157466500.0,157466500.0,157466500.0,206715700.0,157466500.0,157466500.0,157466500.0,235729300.0,235729300.0,235729300.0,1666698050.0,235729300.0,284978500.0,2319478500.0,4598824795.0,5125903751.0,9288883750.0,9487692325.0,344583300.0,1307017667.0,3622777895.0,2104541095.0,1438409750.0,1168834033.0,1371641063.0,1416497100.0,2214723363.0,7766002432.0,5832302232.0,5965165853.0,7594906853.0,4875540020.0,4853771599.0,5185342126.0,4823512966.0,6638997207.0,6596990607.0,4721311272.0,6250032607.0,6212032607.0,6207732607.0,6594297580.0,6107532607.0,6107532607.0,42175033208.0,43009001208.0,8214511208.0,7992517008.0,8228380283.0,7745590183.0,8027951183.0,6198405848.0
6. Vay và nợ thuê tài chính dài hạn,1613854916.0,2203456782.0,2111808926.0,,,,,,,,,,,,35541897.0,35541897.0,456881897.0,258236000.0,258236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15748133163.0,37928205265.0,55038356400.0,57888237200.0,67431900200.0,25854068075.0,17240290700.0,12206579471.0,25038079471.0,125786450288.0,210323685620.0,236160625455.0,243557881141.0,353662236188.0,1447941951781.0,1397884666529.0,1384368534298.0,1221826226860.0,1247937272334.0,1776788152279.0,1871067100360.0,1259212697613.0,1268124975000.0,1249797459617.0,1248776150690.0,1247457416030.0,1164389657094.0,1152802872246.0,1123021076206.0,1128106298718.0,2787000000.0,4215000000.0,4215000000.0,201789735978.0,203343590971.0
7. Trái phiếu chuyển đổi,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,,,,,,,,,,,,58844776.0,123691201.0,157094354.0,42578224.0,121755695.0,169452931.0,40325614.0,242115737.0,242115737.0,283931155.0,224161760.0,224161760.0,143448158.0,0.0,143448158.0,0.0,0.0,0.0,0.0,0.0,23245723942.0,58193224950.0,58176209898.0,57352404927.0,57307216175.0,57227456457.0,57164982222.0,57102507987.0,57040033752.0,56977559517.0,170795156877.0,169408506414.0,291873787338.0,256238573654.0,195088089475.0,254802781051.0,256482292024.0,250781168134.0,247626792928.0,245073255934.0,242688985688.0,222050490958.0,222836643923.0,229355338974.0,227042871439.0,224818843906.0,222512756417.0,228264540198.0,211806981299.0,212156524759.0,211133306978.0,339505598624.0,348343559749.0,345515205030.0,343305286297.0
9. Dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,,,,,,,,,,,,501134800.0,429502650.0,392120450.0,507330450.0,484147150.0,434635884.0,399405834.0,519197009.0,507707909.0,465443201.0,432570201.0,0.0,0.0,0.0,1430968750.0,2034500000.0,0.0,0.0,0.0,0.0,0.0,8161340750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Dự phòng phải trả dài hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102360095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8161340750.0,9209000232.0,8812508232.0,9209000232.0,14209000232.0,9533939814.0,9533939814.0,8319912780.0,23431537063.0,22464047303.0,28093273879.0,28378926475.0,27987972710.0,29414658011.0,29271650701.0,31274618621.0,31140890370.0,31914826931.0,31879765731.0,32006017989.0,30592959186.0,29875856088.0,29747915974.0,29339512224.0,29240940609.0,28259266967.0,27792223603.0,27556479036.0,27420080824.0,27328158629.0,28808269721.0,27493410113.0,27022486649.0
11. Doanh thu chưa thực hiện dài hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12. Quỹ phát triển khoa học và công nghệ,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Nguồn vốn chủ sở hữu,6676484908.0,71492647849.0,88014727584.0,95642841662.0,204546521343.0,208896797366.0,225016941302.0,197970584537.0,203518688798.0,193155177948.0,185595192967.0,186536013382.0,200927891387.0,198838726039.0,205499981401.0,263190414871.0,266105423147.0,260116039520.0,259680826097.0,243099864126.0,248606165332.0,254289601925.0,260152860100.0,268513117655.0,331639485179.0,327243071221.0,519275901611.0,735844376345.0,743158099793.0,757309298628.0,1340176660234.0,1365276998458.0,1641985327922.0,1685334293693.0,2494740271965.0,2715836118496.0,2781106972295.0,2715077329766.0,2781952444045.0,2795721365077.0,2841755791053.0,2923158068296.0,2961234588407.0,3374547715068.0,4271203775507.0,4164433331121.0,4696675322045.0,4601803768648.0,5476541158926.0,5972277101660.0,5837777137240.0,5873949865185.0,5941140508324.0,6169118374749.0,6163420585346.0,5960161748671.0,6033442389713.0,6168534629515.0,6088491192970.0,6240058407750.0,6277317712430.0,7579292377301.0,7660427818443.0,7198347340195.0,7291946924438.0,7849542275072.0,7890178593039.0,7864561291937.0,8023130273724.0
